Product Title,Product Price,Product Link,Review Count,Shop
明基(BenQ) MindDuo儿童智能调光阅读学习读写led护眼台灯学生书房卧室床头护眼灯,￥1999.00,https://item.jd.com/5260626.html,5万+,明基照明京东自营旗舰店
米家 小米台灯Lite 国标A级照度|三档灵活调节无蓝光危害 无可视频闪 米家台灯Lite,￥74.00,https://item.jd.com/10051618136222.html,1万+,小米小家电官方旗舰店
小米 米家床头灯2 智能台灯酷毙灯 卧室炫彩柔光 小夜灯 节日创意礼品礼物通体发光多种语音控制,￥179.00,https://item.jd.com/100002439574.html,20万+,小米京东自营旗舰店
心有所属夹子台灯宿舍大学生学习护眼小台灯卧室床头灯充电led阅读小夜灯,￥29.90,https://item.jd.com/100011282139.html,10万+,心有所属（Heart LocK）京东自营旗舰店
欧普（OPPLE）usb充电 无可视频闪 减蓝光学生爱护触控调光儿童台灯 轩逸,￥70.00,https://item.jd.com/100001665087.html,20万+,欧普照明京东自营旗舰店
米家小米多功能充电台灯 便携学生学习床头灯 可当手电筒 桌面台灯 米家多功能充电,￥99.00,https://item.jd.com/10083500657348.html,2000+,小米智能家居官方旗舰店
雷士（NVC） 舒适光台灯护眼学习落地LED台灯儿童钢琴灯阅读沙发卧室书房灯 荐 LAFA护眼落地灯-白色-120瓦,￥2899.00,https://item.jd.com/10066594016211.html,1000+,雷士照明官方旗舰店
博朗尔台灯学习护眼灯充电小台灯儿童学习灯专用书房宿舍灯阅读床头夜灯,￥19.90,https://item.jd.com/100054014228.html,2万+,博朗尔京东自营旗舰店
以林军台灯护眼学习学生儿童保视力 led护眼灯夹子卧室床头学习宿舍阅读 夹子圆头【充插两用】充电线,￥19.90,https://item.jd.com/10084079416524.html,2000+,以林军（YILJ）旗舰店
米家（MIJIA）小米多功能充电台灯 大学生学习阅读宿舍卧室床头灯磁吸酷毙夜灯夹子灯,￥99.00,https://item.jd.com/100051340146.html,5万+,小米京东自营旗舰店
亿苔护眼台灯宿舍灯LED台灯充电磁吸大学生寝室书桌学习床头阅读灯 【充电款-酷毙白】+充电线,￥19.90,https://item.jd.com/10066831331606.html,10万+,亿苔旗舰店
大头人（datouren）台灯护眼灯学生学习台灯插电led小台灯卧室床头灯护眼灯小夜灯,￥19.90,https://item.jd.com/100002796848.html,20万+,大头人（datouren）京东自营旗舰店
几光雕塑家蓝牙音箱无线充电音乐台灯多功能结婚圣诞节礼物送女生男友,￥589.00,https://item.jd.com/100050256932.html,1万+,几光京东自营旗舰店
爱心东东嘉伟鑫充电台灯学习护眼台灯读写台灯宿舍灯阅读灯学生小台灯卧室小夜灯 USB直插供电款无插头,￥9.90,https://item.jd.com/10052098565400.html,2000+,亿梦猫灯饰照明专营店
博朗尔充电夹子台灯护眼宿舍大学生专用学习小台灯卧室床头灯阅读小夜灯,￥29.90,https://item.jd.com/100059818733.html,1万+,博朗尔京东自营旗舰店
美的（Midea） 夹子台灯led灯学生宿舍学习灯卧室阅读床头灯夹式灯 星环小台灯 Q4星环,￥37.80,https://item.jd.com/69260423717.html,2000+,美的嗨购专卖店
以林军台灯护眼学习宿舍灯磁吸酷毙灯学生寝室书桌护眼灯床头灯 【充电款-酷毙白】+充电线,￥24.90,https://item.jd.com/10094714088530.html,1000+,以林军（YILJ）旗舰店
乐卡利充电台灯学习专用学生宿舍卧室折叠触控调光床头灯儿童阅读灯 【三色温+无极调光】,￥22.90,https://item.jd.com/10093667088803.html,100+,兴欣杰灯具专营店
松下（Panasonic）立式智能护眼台灯学习灯全光谱类太阳光儿童书房护眼落地大路灯,￥3999.00,https://item.jd.com/100064570522.html,5000+,松下灯具京东自营旗舰店
得力（deli）LED护眼台灯书桌迷你USB可充电阅读床头灯夜灯学生宿舍卧室书桌 笔筒+手机支架+三合一 4326,￥49.00,https://item.jd.com/38231361319.html,1万+,斯美奇办公用品专营店
纬达斯台灯便携折叠 LED学生台灯学习充电台灯宿舍语音声控书桌智能灯 【智能触控款】,￥29.90,https://item.jd.com/10071968925041.html,2000+,纬达斯官方旗舰店
美的（Midea） LED小夜灯卧室柔光充电式床头灯小台灯节能免安装磁吸护眼台灯 【充插两用】三档色温+无极调光,￥39.90,https://item.jd.com/10042035674988.html,5000+,美的集团官方旗舰店
亿苔 台灯护眼学习宿舍儿童保视充电插电学生宿舍床头灯阅读小台灯 【圆底座 充插两用款】+线+插头,￥30.00,https://item.jd.com/10058183753235.html,10万+,亿苔旗舰店
阳致充电台灯卧室床头灯护眼学习台灯宿舍学生专用夹式小夜灯儿童台风,￥39.90,https://item.jd.com/100014339798.html,2万+,阳致灯具京东自营旗舰店
几光无线充电音乐台灯蓝牙音响床头小夜灯结婚情人节礼物送女生送男友,￥299.00,https://item.jd.com/100013713814.html,2万+,几光京东自营旗舰店
欧普（OPPLE）LED台灯书桌大学生宿舍学习儿童小夜灯卧室家用阅读灯 【插电款】无极调光-白色,￥59.00,https://item.jd.com/37956312101.html,2万+,欧普照明官方旗舰店
京黔（jingqian） 台灯卧室床头灯氛围伴睡小夜灯学生儿童学习台灯多功能插座灯,￥49.90,https://item.jd.com/100016308065.html,2万+,京黔（jingqian）京东自营旗舰店
京黔（jingqian） 充电台灯学习护眼灯宿舍大学生卧室床头灯儿童读写阅读小台灯,￥29.90,https://item.jd.com/100014894526.html,5万+,京黔（jingqian）京东自营旗舰店
欧普（OPPLE）LED台灯学习护眼灯国AA级床头灯卧室宿舍阅读 四档调光 多角度,￥99.00,https://item.jd.com/100018932614.html,20万+,欧普照明京东自营旗舰店
京黔（jingqian）台灯宿舍大学生卧室床头灯磁吸式充电小台灯学习酷毙寝室小夜灯,￥29.90,https://item.jd.com/100009305265.html,2万+,京黔（jingqian）京东自营旗舰店
美士谱LED学习台灯工作电脑屏幕护眼灯,￥179.00,https://item.jd.com/10046818357027.html,1000+,美士谱旗舰店
以林军 台灯护眼学习宿舍可充电插电儿童保视力床头灯学生阅读小台灯 学生优选【充插两用】带充电线,￥26.90,https://item.jd.com/10032382349682.html,2万+,以林军（YILJ）旗舰店
美的（Midea）国AA级护眼台灯LED插电阅读台灯儿童书桌学习台灯床头灯,￥99.90,https://item.jd.com/6953243.html,2万+,美的智能家居京东自营官方旗舰店
小米（MI） 米家台灯Lite 国标A级无蓝光工作阅读灯3挡触控调光儿童学生学习护眼床头灯 米家Lite,￥65.00,https://item.jd.com/69202648213.html,5000+,京迈数码旗舰店
雷士照明（NVC）台灯LED磁吸酷毙灯橱柜灯充插电屏幕灯宿舍神器寝室学生书桌灯 雪山白 32cm-三色无极调光,￥76.00,https://item.jd.com/10043516278183.html,2000+,雷士照明纵横专卖店
以林军智能触控LED台灯护眼学习专用学生阅读灯书桌宿舍折叠卧室床头灯 学生优选【充插两用】可调光色白,￥29.90,https://item.jd.com/10065700414572.html,5000+,以林军（YILJ）旗舰店
美的（Midea）全光谱国AA护眼插电感应酷毙灯屏幕挂灯磁吸式学生宿舍学习台灯 可手持-手势感应-国AA-60CM,￥209.00,https://item.jd.com/10096446296936.html,82,美的智能家居旗舰店
心有所属护眼台灯学习卧室床头灯磁吸学生宿舍灯充电酷毙寝室led小夜灯,￥29.90,https://item.jd.com/100009304991.html,500+,心有所属（Heart LocK）京东自营旗舰店
酷火充电台灯护眼学习专用防蓝光大学生台灯宿舍卧室床头灯折叠台灯,￥39.90,https://item.jd.com/100033005965.html,1万+,酷火（kufire）京东自营旗舰店
雷士（NVC） 台灯酷毙灯大学生宿舍神器灯管寝室书桌阅读灯管台灯屏幕挂灯 荐【7瓦USB插电】40cm暖白光,￥38.90,https://item.jd.com/55756268537.html,2万+,雷士照明官方旗舰店
欧普（OPPLE）台灯护眼灯书桌学生充电应急宿舍寝室夹子灯卧室用led床头灯 【升级圆环】【1800毫安】白色,￥49.90,https://item.jd.com/10069470360603.html,2000+,欧普照明官方旗舰店
得力(deli)LED可折叠台灯 触控三档色温三档亮度 学生宿舍书房学习专用卧室阅读床头灯 17855,￥69.00,https://item.jd.com/100015605888.html,1万+,得力京东自营官方旗舰店
几光雕塑家蓝牙音箱无线充电音乐台灯多功能结婚圣诞节礼物送女生男友,￥589.00,https://item.jd.com/100050256932.html,1万+,几光京东自营旗舰店
爱心东东嘉伟鑫充电台灯学习护眼台灯读写台灯宿舍灯阅读灯学生小台灯卧室小夜灯 USB直插供电款无插头,￥9.90,https://item.jd.com/10052098565400.html,2000+,亿梦猫灯饰照明专营店
博朗尔充电夹子台灯护眼宿舍大学生专用学习小台灯卧室床头灯阅读小夜灯,￥29.90,https://item.jd.com/100059818733.html,1万+,博朗尔京东自营旗舰店
美的（Midea） 夹子台灯led灯学生宿舍学习灯卧室阅读床头灯夹式灯 星环小台灯 Q4星环,￥37.80,https://item.jd.com/69260423717.html,2000+,美的嗨购专卖店
以林军台灯护眼学习宿舍灯磁吸酷毙灯学生寝室书桌护眼灯床头灯 【充电款-酷毙白】+充电线,￥24.90,https://item.jd.com/10094714088530.html,1000+,以林军（YILJ）旗舰店
乐卡利充电台灯学习专用学生宿舍卧室折叠触控调光床头灯儿童阅读灯 【三色温+无极调光】,￥22.90,https://item.jd.com/10093667088803.html,100+,兴欣杰灯具专营店
松下（Panasonic）立式智能护眼台灯学习灯全光谱类太阳光儿童书房护眼落地大路灯,￥3999.00,https://item.jd.com/100064570522.html,5000+,松下灯具京东自营旗舰店
得力（deli）LED护眼台灯书桌迷你USB可充电阅读床头灯夜灯学生宿舍卧室书桌 笔筒+手机支架+三合一 4326,￥49.00,https://item.jd.com/38231361319.html,1万+,斯美奇办公用品专营店
纬达斯台灯便携折叠 LED学生台灯学习充电台灯宿舍语音声控书桌智能灯 【智能触控款】,￥29.90,https://item.jd.com/10071968925041.html,2000+,纬达斯官方旗舰店
美的（Midea） LED小夜灯卧室柔光充电式床头灯小台灯节能免安装磁吸护眼台灯 【充插两用】三档色温+无极调光,￥39.90,https://item.jd.com/10042035674988.html,5000+,美的集团官方旗舰店
亿苔 台灯护眼学习宿舍儿童保视充电插电学生宿舍床头灯阅读小台灯 【圆底座 充插两用款】+线+插头,￥30.00,https://item.jd.com/10058183753235.html,10万+,亿苔旗舰店
阳致充电台灯卧室床头灯护眼学习台灯宿舍学生专用夹式小夜灯儿童台风,￥39.90,https://item.jd.com/100014339798.html,2万+,阳致灯具京东自营旗舰店
几光无线充电音乐台灯蓝牙音响床头小夜灯结婚情人节礼物送女生送男友,￥299.00,https://item.jd.com/100013713814.html,2万+,几光京东自营旗舰店
欧普（OPPLE）LED台灯书桌大学生宿舍学习儿童小夜灯卧室家用阅读灯 【插电款】无极调光-白色,￥59.00,https://item.jd.com/37956312101.html,2万+,欧普照明官方旗舰店
京黔（jingqian） 台灯卧室床头灯氛围伴睡小夜灯学生儿童学习台灯多功能插座灯,￥49.90,https://item.jd.com/100016308065.html,2万+,京黔（jingqian）京东自营旗舰店
京黔（jingqian） 充电台灯学习护眼灯宿舍大学生卧室床头灯儿童读写阅读小台灯,￥29.90,https://item.jd.com/100014894526.html,5万+,京黔（jingqian）京东自营旗舰店
欧普（OPPLE）LED台灯学习护眼灯国AA级床头灯卧室宿舍阅读 四档调光 多角度,￥99.00,https://item.jd.com/100018932614.html,20万+,欧普照明京东自营旗舰店
京黔（jingqian）台灯宿舍大学生卧室床头灯磁吸式充电小台灯学习酷毙寝室小夜灯,￥29.90,https://item.jd.com/100009305265.html,2万+,京黔（jingqian）京东自营旗舰店
美士谱LED学习台灯工作电脑屏幕护眼灯,￥179.00,https://item.jd.com/10046818357027.html,1000+,美士谱旗舰店
以林军 台灯护眼学习宿舍可充电插电儿童保视力床头灯学生阅读小台灯 学生优选【充插两用】带充电线,￥26.90,https://item.jd.com/10032382349682.html,2万+,以林军（YILJ）旗舰店
美的（Midea）国AA级护眼台灯LED插电阅读台灯儿童书桌学习台灯床头灯,￥99.90,https://item.jd.com/6953243.html,2万+,美的智能家居京东自营官方旗舰店
小米（MI） 米家台灯Lite 国标A级无蓝光工作阅读灯3挡触控调光儿童学生学习护眼床头灯 米家Lite,￥65.00,https://item.jd.com/69202648213.html,5000+,京迈数码旗舰店
雷士照明（NVC）台灯LED磁吸酷毙灯橱柜灯充插电屏幕灯宿舍神器寝室学生书桌灯 雪山白 32cm-三色无极调光,￥76.00,https://item.jd.com/10043516278183.html,2000+,雷士照明纵横专卖店
以林军智能触控LED台灯护眼学习专用学生阅读灯书桌宿舍折叠卧室床头灯 学生优选【充插两用】可调光色白,￥29.90,https://item.jd.com/10065700414572.html,5000+,以林军（YILJ）旗舰店
美的（Midea）全光谱国AA护眼插电感应酷毙灯屏幕挂灯磁吸式学生宿舍学习台灯 可手持-手势感应-国AA-60CM,￥209.00,https://item.jd.com/10096446296936.html,82,美的智能家居旗舰店
心有所属护眼台灯学习卧室床头灯磁吸学生宿舍灯充电酷毙寝室led小夜灯,￥29.90,https://item.jd.com/100009304991.html,500+,心有所属（Heart LocK）京东自营旗舰店
酷火充电台灯护眼学习专用防蓝光大学生台灯宿舍卧室床头灯折叠台灯,￥39.90,https://item.jd.com/100033005965.html,1万+,酷火（kufire）京东自营旗舰店
雷士（NVC） 台灯酷毙灯大学生宿舍神器灯管寝室书桌阅读灯管台灯屏幕挂灯 荐【7瓦USB插电】40cm暖白光,￥38.90,https://item.jd.com/55756268537.html,2万+,雷士照明官方旗舰店
欧普（OPPLE）台灯护眼灯书桌学生充电应急宿舍寝室夹子灯卧室用led床头灯 【升级圆环】【1800毫安】白色,￥49.90,https://item.jd.com/10069470360603.html,2000+,欧普照明官方旗舰店
得力(deli)LED可折叠台灯 触控三档色温三档亮度 学生宿舍书房学习专用卧室阅读床头灯 17855,￥69.00,https://item.jd.com/100015605888.html,1万+,得力京东自营官方旗舰店
几光雕塑家蓝牙音箱无线充电音乐台灯多功能结婚圣诞节礼物送女生男友,￥589.00,https://item.jd.com/100050256932.html,1万+,几光京东自营旗舰店
爱心东东嘉伟鑫充电台灯学习护眼台灯读写台灯宿舍灯阅读灯学生小台灯卧室小夜灯 USB直插供电款无插头,￥9.90,https://item.jd.com/10052098565400.html,2000+,亿梦猫灯饰照明专营店
博朗尔充电夹子台灯护眼宿舍大学生专用学习小台灯卧室床头灯阅读小夜灯,￥29.90,https://item.jd.com/100059818733.html,1万+,博朗尔京东自营旗舰店
美的（Midea） 夹子台灯led灯学生宿舍学习灯卧室阅读床头灯夹式灯 星环小台灯 Q4星环,￥37.80,https://item.jd.com/69260423717.html,2000+,美的嗨购专卖店
以林军台灯护眼学习宿舍灯磁吸酷毙灯学生寝室书桌护眼灯床头灯 【充电款-酷毙白】+充电线,￥24.90,https://item.jd.com/10094714088530.html,1000+,以林军（YILJ）旗舰店
乐卡利充电台灯学习专用学生宿舍卧室折叠触控调光床头灯儿童阅读灯 【三色温+无极调光】,￥22.90,https://item.jd.com/10093667088803.html,100+,兴欣杰灯具专营店
松下（Panasonic）立式智能护眼台灯学习灯全光谱类太阳光儿童书房护眼落地大路灯,￥3999.00,https://item.jd.com/100064570522.html,5000+,松下灯具京东自营旗舰店
得力（deli）LED护眼台灯书桌迷你USB可充电阅读床头灯夜灯学生宿舍卧室书桌 笔筒+手机支架+三合一 4326,￥49.00,https://item.jd.com/38231361319.html,1万+,斯美奇办公用品专营店
纬达斯台灯便携折叠 LED学生台灯学习充电台灯宿舍语音声控书桌智能灯 【智能触控款】,￥29.90,https://item.jd.com/10071968925041.html,2000+,纬达斯官方旗舰店
美的（Midea） LED小夜灯卧室柔光充电式床头灯小台灯节能免安装磁吸护眼台灯 【充插两用】三档色温+无极调光,￥39.90,https://item.jd.com/10042035674988.html,5000+,美的集团官方旗舰店
亿苔 台灯护眼学习宿舍儿童保视充电插电学生宿舍床头灯阅读小台灯 【圆底座 充插两用款】+线+插头,￥30.00,https://item.jd.com/10058183753235.html,10万+,亿苔旗舰店
阳致充电台灯卧室床头灯护眼学习台灯宿舍学生专用夹式小夜灯儿童台风,￥39.90,https://item.jd.com/100014339798.html,2万+,阳致灯具京东自营旗舰店
几光无线充电音乐台灯蓝牙音响床头小夜灯结婚情人节礼物送女生送男友,￥299.00,https://item.jd.com/100013713814.html,2万+,几光京东自营旗舰店
欧普（OPPLE）LED台灯书桌大学生宿舍学习儿童小夜灯卧室家用阅读灯 【插电款】无极调光-白色,￥59.00,https://item.jd.com/37956312101.html,2万+,欧普照明官方旗舰店
京黔（jingqian） 台灯卧室床头灯氛围伴睡小夜灯学生儿童学习台灯多功能插座灯,￥49.90,https://item.jd.com/100016308065.html,2万+,京黔（jingqian）京东自营旗舰店
京黔（jingqian） 充电台灯学习护眼灯宿舍大学生卧室床头灯儿童读写阅读小台灯,￥29.90,https://item.jd.com/100014894526.html,5万+,京黔（jingqian）京东自营旗舰店
欧普（OPPLE）LED台灯学习护眼灯国AA级床头灯卧室宿舍阅读 四档调光 多角度,￥99.00,https://item.jd.com/100018932614.html,20万+,欧普照明京东自营旗舰店
京黔（jingqian）台灯宿舍大学生卧室床头灯磁吸式充电小台灯学习酷毙寝室小夜灯,￥29.90,https://item.jd.com/100009305265.html,2万+,京黔（jingqian）京东自营旗舰店
美士谱LED学习台灯工作电脑屏幕护眼灯,￥179.00,https://item.jd.com/10046818357027.html,1000+,美士谱旗舰店
以林军 台灯护眼学习宿舍可充电插电儿童保视力床头灯学生阅读小台灯 学生优选【充插两用】带充电线,￥26.90,https://item.jd.com/10032382349682.html,2万+,以林军（YILJ）旗舰店
美的（Midea）国AA级护眼台灯LED插电阅读台灯儿童书桌学习台灯床头灯,￥99.90,https://item.jd.com/6953243.html,2万+,美的智能家居京东自营官方旗舰店
小米（MI） 米家台灯Lite 国标A级无蓝光工作阅读灯3挡触控调光儿童学生学习护眼床头灯 米家Lite,￥65.00,https://item.jd.com/69202648213.html,5000+,京迈数码旗舰店
雷士照明（NVC）台灯LED磁吸酷毙灯橱柜灯充插电屏幕灯宿舍神器寝室学生书桌灯 雪山白 32cm-三色无极调光,￥76.00,https://item.jd.com/10043516278183.html,2000+,雷士照明纵横专卖店
以林军智能触控LED台灯护眼学习专用学生阅读灯书桌宿舍折叠卧室床头灯 学生优选【充插两用】可调光色白,￥29.90,https://item.jd.com/10065700414572.html,5000+,以林军（YILJ）旗舰店
美的（Midea）全光谱国AA护眼插电感应酷毙灯屏幕挂灯磁吸式学生宿舍学习台灯 可手持-手势感应-国AA-60CM,￥209.00,https://item.jd.com/10096446296936.html,82,美的智能家居旗舰店
心有所属护眼台灯学习卧室床头灯磁吸学生宿舍灯充电酷毙寝室led小夜灯,￥29.90,https://item.jd.com/100009304991.html,500+,心有所属（Heart LocK）京东自营旗舰店
酷火充电台灯护眼学习专用防蓝光大学生台灯宿舍卧室床头灯折叠台灯,￥39.90,https://item.jd.com/100033005965.html,1万+,酷火（kufire）京东自营旗舰店
雷士（NVC） 台灯酷毙灯大学生宿舍神器灯管寝室书桌阅读灯管台灯屏幕挂灯 荐【7瓦USB插电】40cm暖白光,￥38.90,https://item.jd.com/55756268537.html,2万+,雷士照明官方旗舰店
